chapter,word
6,different
5,introduce
1,statistical
6,the
4,i.e
3,form
6,many
5,the
6,emulator
3,iv
4,use
5,object
7,quantifies
2,functions
5,be
6,as
4,to
5,set
6,an
5,empirical
5,have
4,as
2,s
5,sub
4,and
6,design
4,the
2,may
3,for
5,an
5,modest
6,approach
2,chapter
3,can
4,the
5,the
3,function
6,the
4,emulation
6,perspective
4,simulations
6,have
5,green
2,the
5,regions
6,a
3,metrics
6,the
4,for
2,be
4,athena
5,which
6,for
3,in
5,shown
6,fig:compare
4,cheap
3,k
3,but
5,tractable
4,very
5,of
6,of
5,salesman
4,more
4,this
5,the
6,elicited
2,is
6,that
5,known
6,the
1,in
3,mean
3,gp
5,th
2,uncertain
5,solver
3,magnitude
4,interpreting
4,gp
6,solid
2,must
6,as
3,between
6,distributions
2,of
4,sml
2,happen
6,the
3,than
4,2
6,the
6,unknowns
2,t_1
3,wasteful
2,they
3,code
6,that
4,band
3,corresponds
2,events
5,cause
5,promising
4,can
3,large
2,re
4,with
2,particulartgonzalez2018
2,residents
5,are
5,are
5,if
2,is
2,show
3,models
3,a
5,evaluations
6,function
6,very
2,interested
3,the
5,line
5,designs
5,is
4,emulation
2,prefers
5,is
5,approaches
5,no
6,this
7,problem
3,1
4,block
4,resids
5,input
7,this
4,emulators
6,to
3,is
5,is
6,warehouse
3,scenarios
2,rather
5,this
2,weibull
6,for
3,the
3,can
4,hetgp
2,dm
3,prior
2,time
6,of
5,form
6,are
6,reference
6,for
4,x
6,a
2,by
4,is
5,enjoyed
4,tcumming2010
6,lines
3,constructed
5,is
5,the
4,for
4,posterior
3,of
2,y_j
2,but
6,2b
6,the
3,_test
1,full
5,uncertainties
4,help
3,can
2,number
4,to
6,dm's
5,pareto
5,which
6,the
5,implausibility
3,shows
6,found
2,simulator
4,simulator
5,can
4,use
4,_v
2,of
5,eq:omega
4,up
3,mean
1,combines
3,d
4,is
1,process
5,it
4,produce
2,rather
4,emulator
5,settle
5,rejection
5,matching
3,f
5,emulator
5,decisions
6,range
3,operation
4,which
3,that
2,most
6,put
6,given
3,accounting
3,design
5,generalises
2,could
3,figures
6,the
6,trouble
5,eq:default
6,is
2,the
5,is
6,performance
4,the
2,using
4,row
5,to
4,and
5,to
3,higher
5,_ei
6,row
6,tabular
5,adaptation
3,then
5,_t
3,setting
3,computer
2,applied
6,case
3,in
2,vague
3,is
5,of
5,find
5,us
3,is
3,the
6,equation
2,distribution
2,finally
2,or
3,familiar
2,elicit
5,we
4,optimistic
7,approachphenderson09
4,for
6,that
6,as
4,2
4,approaches
2,of
3,alleviate
6,have
4,describe
3,simulators
4,y
6,as
4,confusing
6,loo
5,for
2,their
5,a
5,when
5,s
5,not
6,for
6,sampling
6,a
2,differ
2,risk
1,of
4,of
7,is
2,from
2,functions
4,map
4,7
4,mean
2,of
3,m
4,may
3,time
6,posterior
2,how
6,according
2,this
5,it
3,the
1,uses
4,noise
6,the
3,be
2,of
1,handful
2,place
5,within
3,roughness
7,not
4,a
5,and
6,0.8314
2,section
6,if
6,the
4,of
2,m
4,the
4,a
7,by
4,package
5,decision
4,realisations
4,pdf
6,integrated
6,decisions
6,the
3,input
2,small
6,to
2,of
6,the
5,this
6,of
5,solutions
3,1
5,match
6,wider
6,same
6,is
2,form
3,the
2,a
5,a
2,we
2,for
2,in
7,somewhat
4,how
4,point
5,is
4,not
5,on
6,warehouses
4,versions
3,lengthscales
4,x
6,measure
5,is
2,or
2,indicator
6,for
5,is
5,that
5,of
4,b
4,the
7,bayesopt
3,two
6,that
3,the
5,x
3,of
3,function
4,whereas
4,the
5,for
3,we
6,note
3,accuracy
4,equation
5,inner
6,s
6,of
2,improving
2,techniques
5,alg:nroy
1,the
6,we
6,each
6,to
1,the
4,the
6,pukelsheim's
5,will
4,black
3,update
6,hpc
6,of
2,more
4,set
6,tie
6,1
3,to
2,the
2,of
5,the
4,or
5,optimiser
5,y
4,regression
4,has
3,exactly
6,denominator
5,would
2,way
4,on
4,where
6,different
3,matrix
4,be
3,emulator
6,since
4,a
5,a
2,the
2,wind
2,a
7,provided
3,suppose
6,each
6,slightly
2,figure
3,solved
4,a
5,next
4,hetgp
3,of
7,multiple
5,a
2,for
5,of
2,for
2,out
6,which
4,implements
6,warehouse
4,or
5,such
3,an
3,different
5,analysis
5,use
3,to
3,a
7,are
5,are
5,of
5,in
5,is
4,x
6,which
3,the
7,example
4,for
6,decisions
4,diagonal
6,an
1,approach
6,of
7,the
4,approach
7,be
3,the
4,the
3,run
2,simulator
3,both
6,novel
3,in
2,process
3,no
6,holes
5,is
5,the
6,model
3,increased
4,rmse
3,behaviour
3,covariance
2,the
3,on
2,trajectories
2,setting
6,non
6,is
5,being
4,re
6,the
6,the
5,correspond
5,implausibility
4,end
6,the
4,which
3,values
6,function
2,single
2,simulator
2,start
2,full
3,the
6,as
4,employs
2,he
3,term
5,uncertainty
4,metric
6,of
2,elicited
6,the
3,is
3,from
7,set
3,covariance
5,outside
3,be
6,is
6,or
2,thousands
2,prefer
3,talk
1,therefore
5,expected
3,data
5,discussed
2,and
5,in
4,both
4,e_i
5,this
4,expensive
7,our
5,in
3,is
3,plot
7,parameters
7,hetgp
4,have
2,stage
6,1
2,described
5,cases
4,stoch
3,moved
3,investigate
4,in
1,made
2,that
3,computer
5,where
4,covariance
3,or
6,over
6,over
4,related
6,setting
3,the
3,and
5,the
4,perhaps
4,the
5,or
4,partially
4,the
6,wave
5,it
6,negligible
4,where
5,far
5,increase
5,problem
3,meanings
2,as
6,where
5,structures
4,we
3,diagnostic
5,algorithm
6,the
3,a
3,to
3,useful
6,since
6,1
5,the
6,retrospectively
2,a
6,at
5,replaced
3,in
6,make
6,of
2,s
2,rephrase
4,firstly
3,they
4,d
3,detail
6,continuous
6,trade
4,will
4,analytically
3,is
5,this
6,cut
3,bands
2,the
5,and
5,subset
5,defined
4,for
5,working
3,coverages
6,volume
6,experiments
6,only
2,to
4,be
4,function
4,farm
3,should
5,be
2,objectives
3,can
3,we
5,input
5,we
6,is
4,is
5,fig:slice
3,co
4,covariance
5,take
5,term
4,paradigm
3,eq:scoring
4,note
6,formalising
4,section
5,can
1,findings
4,graphical
3,if
3,of
5,is
6,because
7,in
5,allowed
6,any
2,for
5,true
6,asymptotic
6,the
2,describing
3,and
2,we
5,of
2,models
5,to
6,y
2,probability
4,matrix
5,distinct
6,consequences
2,mode
6,have
5,is
3,wants
5,or
3,posterior
6,design
6,run
6,of
6,on
6,to
5,availability
3,in
6,describes
3,b_1
7,clear
6,50
4,2
2,obtain
4,function
1,approaches
4,terms
6,off
2,their
3,are
6,design
3,wise
2,wind
5,may
4,for
3,probability
6,emulator
2,computed
6,is
6,of
3,for
3,is
4,the
5,a
3,a
4,output
6,attributes
6,within
6,now
3,to
3,distribution
7,independent
2,a
6,numbers
2,follows
2,if
6,optimal
4,r_k
3,the
4,use
5,consider
5,at
5,is
6,modern
5,for
6,hyperparameters
5,the
2,to
3,to
5,functions
3,thus
2,made
7,framework
4,sml
5,x_j
4,exploiting
6,emulator
3,also
6,you
5,function
1,function
2,the
6,part
2,of
2,unknown
5,defn
2,shelf
6,constant
1,are
5,problemspthompson1933
4,mean
6,the
6,we
5,regions
5,equation
5,and
3,emulators
5,at
5,with
4,conditional
5,to
6,the
1,incorporate
2,increasing
5,approach
1,physical
5,for
6,as
6,utility
4,be
3,prior
3,prior
3,of
6,a
5,salesman
5,incredibly
6,to
3,the
5,dimensionality
5,simulator
6,for
7,a
6,the
3,the
6,of
4,of
4,emulator
6,proportion
6,next
4,likelihood
5,length
6,is
5,waves
5,training
3,when
2,this
3,and
2,formulate
5,local
4,our
5,is
6,of
1,geiger
4,extend
4,prediction
2,increased
5,final
6,bayesopt
2,been
4,a
6,mean
3,equation
4,levels
5,acknowledging
5,build
2,specify
4,an
2,rio
7,set
6,ran
1,example
5,costly
1,output
5,multiple
2,the
7,to
5,is
1,been
3,b_2
6,been
6,shows
2,driver
6,the
5,seemingly
6,avenue
2,a
6,the
7,for
3,response
3,covariance
2,a
2,a
2,uncertainty
5,chosen
2,c_j
7,of
2,for
6,to
5,use
6,a
5,defined
6,we
7,to
3,than
6,subassemblies
5,specifying
6,another
4,user
1,and
3,a
4,prior
6,is
3,used
6,choices
1,types
4,a
5,discussed
6,the
3,of
6,have
6,assumption
5,designed
6,development
5,a
6,and
5,uncertainties
5,take
3,linear
3,monte
5,choosing
4,such
6,would
2,this
5,remaining
3,allows
2,a
2,to
3,the
4,2
5,runs
5,as
4,sml
5,implied
5,and
2,dm
4,both
6,for
4,align
5,the
2,and
3,many
5,corresponding
5,sequential
5,of
4,comment
4,assumes
6,however
3,squared
5,these
7,the
5,on
4,since
7,types
3,required
3,multilevel
3,whereas
5,small
6,appropriate
6,values
7,allow
2,a
6,warehouse
3,fraction
2,which
6,that
2,i
5,simulator
3,sample
2,as
2,an
2,wind
6,have
3,at
6,allocation
3,still
3,exponential
6,we
5,us
1,construct
1,exactly
3,approach
6,nroy
6,illustrative
5,and
6,for
5,rigorous
5,rise
2,only
5,arbitrary
4,bayesian
6,in
6,function
3,means
2,can
6,possible
5,function
2,up
6,non
2,it
6,measures
4,d
5,an
6,uniform
5,with
2,statement
6,a
6,sidewaystable
5,a
2,time
1,allows
6,of
7,introduced
5,vertical
6,following
4,c
4,stochastic
1,thesis
2,of
3,which
3,noticeable
3,integrand
6,size
6,style
2,therefore
6,a
5,random
5,thought
4,interval
6,and
2,of
6,decision
5,problems
4,we
4,x
3,placed
5,setting
5,discrete
6,equation
3,the
6,between
5,optimisation
6,the
3,against
7,levels
6,dec
1,as
5,on
2,become
6,to
3,much
3,itemize
4,the
6,the
5,corresponding
3,a
5,any
6,align
2,c_i
4,is
2,value
3,functions
3,inaccurate
5,i
2,stage
3,allow
3,against
5,the
3,literally
5,not
6,where
6,policy
4,is
4,inputs
3,gp
4,quite
3,final
6,than
6,which
3,an
3,with
5,the
6,in
7,then
6,simulator
6,warehouse
3,correct
6,in
6,the
5,optimisation
4,decompose
3,may
6,mean
2,1
2,multiple
1,is
2,appropriate
6,the
4,emulating
4,to
5,if
6,of
6,are
6,of
4,simulator
3,two
4,interest
4,itemize
2,that
3,the
5,change
6,and
6,vector
6,in
6,from
5,weigh
6,were
3,of
6,with
4,to
7,to
6,attributes
5,maker
3,corresponding
3,eq:int
6,depends
4,diagonal
5,ei
5,for
2,background
4,to
4,for
6,on
6,in
5,space
6,global
2,in
4,do
5,input
3,deterministic
2,component
4,and
5,and
6,using
6,points
3,size
1,of
2,dm
6,construct
6,narrower
4,same
5,i
2,the
5,optimal
3,outputs
1,through
5,of
3,a
4,variability
2,we
2,time
4,_j
2,the
6,if
7,emulator
5,this
4,a
6,to
2,revert
7,particular
2,of
3,between
3,claim
3,for
5,a
3,equation
5,under
6,u
5,problems
5,be
3,can
3,thesis
3,pmatrix
6,variance
2,effective
6,is
6,we
3,and
4,we
5,a
6,can
5,observed
5,we
3,specification
4,of
1,such
1,uncertainty
6,as
4,both
1,we
4,we
6,take
5,functions
5,actually
6,techniques
6,warehouse
6,the
2,of
6,warehouses
7,the
4,will
3,eq:varf
5,behaviour
2,decision
2,preferences
3,statistical
3,emulators
6,a1
4,stochastic
5,boiled
2,best
2,single
5,diessner2022
2,in
2,must
4,if
5,nroy
5,typically
1,novel
5,g
3,co
5,approach
5,gradient
6,a
2,when
6,the
6,for
4,exactly
3,or
6,single
2,recipe
4,of
3,equally
7,are
6,choose
5,considered
1,eases
6,however
6,thus
3,this
2,be
2,in
5,with
4,when
3,to
6,to
5,the
6,belongs
6,rescaled
4,a
6,this
5,0
3,goldilocks
4,thus
3,rather
5,to
3,a
2,time
3,bad
5,observed
3,are
6,the
5,our
5,an
4,gearboxes
3,this
2,functional
5,not
3,normal
5,approximate
3,line
6,is
5,a
2,may
3,framework
5,is
4,to
2,parametric
5,this
5,as
4,models
6,one
3,a
4,not
3,is
3,red
6,worth
4,to
2,individual
1,to
6,true
4,of
4,pkennedy2020
6,a
3,vectors
3,from
5,mathematically
6,could
2,assigning
2,dec
6,that
3,in
3,we
4,three
4,our
2,induces
4,available
5,number
5,all
3,bayes
4,the
3,that
6,times
4,the
6,the
4,fig:coverage
4,x
4,this
5,procedure
6,gp
5,any
6,case
3,designs
5,functions
6,of
2,now
2,probability
3,square
5,is
6,subscript
6,given
1,experiment
6,after
6,a
3,explicitly
5,typical
3,cheap
4,versions
4,posterior
6,to
5,the
5,often
4,integer
3,based
5,to
6,athena
4,_v
4,derived
5,all
3,h
3,us
3,covariance
2,as
2,independence
2,quantities
6,entire
4,freq
3,variance
2,hazard
5,making
5,will
4,this
5,initial
7,computationally
3,of
2,do
5,improvement
6,choice
2,the
4,the
6,tab:final
2,of
3,we
6,in
6,specify
6,warehouse
2,preferences
5,study
2,more
2,in
5,useful
5,k
4,astgramacy2020surrogates
6,of
4,log
7,a
3,is
5,via
5,circles
5,when
3,mean
2,experts
6,learning
1,emulators
5,process
4,a
6,the
3,shot
5,maximised
2,shelf
3,is
3,a
6,history
5,surface
4,the
5,sampling
4,8
2,decide
3,offers
5,see
2,of
3,now
6,at
4,t
7,history
2,available
6,of
6,well
2,subassembly
6,numbers
2,but
2,more
4,deterministic
4,m
7,wanted
2,considering
5,is
2,do
2,until
6,be
4,informative
4,simulatorpakenman2010
3,h_j
5,of
5,e.g
6,if
6,waves
3,c
5,the
6,appropriate
5,this
2,space
4,the
3,protection
3,function
4,_v
3,variable
2,difficult
6,set
4,to
1,a
2,via
4,as
4,same
2,discussion
5,y
5,may
3,in
5,sub
3,systematic
6,previous
4,approximations
5,by
4,gp
4,fig2
5,some
2,of
4,for
5,previous
5,iterative
1,many
5,with
5,j
6,procedure
3,model
4,z
6,slpes
5,large
1,via
5,we
6,agreement
6,important
3,likelihood
6,space
2,of
4,than
1,microwaves
6,to
5,h
3,with
2,be
2,we
1,known
5,decision
2,metrics
5,illustrative
3,linear
2,example
2,elicitation
3,of
6,mode
3,student's
3,hypercube
3,do
3,words
6,prediction
3,an
4,a
5,draw
2,the
2,achievable
2,with
5,with
6,this
6,warehouse
5,4
4,an
5,calculate
2,first
6,we
4,v_v
5,at
5,of
2,computationally
5,runs
2,the
5,a
2,events
4,emulator
7,their
6,availability
3,emulators
6,is
5,the
5,generated
6,equations
6,this
2,is
3,in
4,to
2,t
3,squared
6,is
6,proportion
6,sensible
3,us
4,in
6,is
6,has
2,_j
5,ei
6,the
6,next
6,the
3,linear
5,for
5,then
4,low
7,catch
5,are
1,since
7,in
5,random
5,close
1,decision
5,as
2,the
2,able
5,bayesopt
4,a
4,integrate
6,volume
5,of
3,say
3,of
5,expensive
3,design
3,a
1,support
3,a
6,a
2,replace
2,forth
5,design
3,to
7,we
4,represent
7,performing
6,that
3,as
4,foundations
3,a
2,recovers
3,is
1,hetgppgoldberg1998
3,the
4,best
3,by
2,next
3,the
5,the
6,an
6,for
2,mutually
4,fig:comparison
2,we
6,the
4,random
3,if
5,problem
6,offshore
5,misrepresentation
3,1
3,x
6,could
5,beliefs
4,it
3,the
3,the
6,we
6,tiny
3,to
2,end
3,may
6,fill
3,score
7,th
5,the
5,to
6,are
6,motivated
3,stoch
6,2
1,a
6,_n
4,looks
6,of
5,termed
6,be
4,normal
4,complex
5,is
5,equation
6,minimum
3,_t
4,translucent
6,pukelsheim's
4,our
3,simulators
5,follows
3,integrated
7,in
4,that
2,used
3,approximation
1,offshore
5,small
6,slpe
2,random
6,for
7,we
6,is
2,is
6,simulator
5,access
4,sml
1,for
3,1
5,the
1,wave
5,bayesian
6,to
6,of
4,y
5,is
3,we
6,design
6,offer
2,name
3,sized
3,that
5,decision
6,cost
4,response
3,assumptions
2,on
3,a
2,is
5,which
3,small
5,from
2,the
4,the
2,its
6,or
5,first
6,specify
3,wiggly
4,equations
5,sources
3,squared
3,equations
1,scale
7,us
3,this
3,additional
4,1
5,the
4,stochastic
3,mcmc
2,with
4,which
2,is
4,fit
4,specification
3,is
1,chap:optimisation
5,explore
5,would
5,regions
3,there
5,annealing
6,of
4,eq:gp
4,to
6,sampler
5,can
3,not
5,proportion
6,the
3,the
6,have
2,elicit
2,scratch
3,matern
5,many
5,embrace
4,convenient
3,predict
3,the
5,values
5,equation
5,some
5,is
2,is
5,get
2,such
2,farm's
5,align
6,with
6,question
6,intervals
3,equation
5,exploit
2,this
1,decision
5,problem
5,the
6,the
3,emulator
6,of
3,the
6,if
6,the
6,is
4,i
6,prior
5,behind
6,between
2,problem
7,current
6,and
2,in
6,dm
6,equation
6,the
5,exploited
5,be
6,length
2,that
5,is
4,just
4,of
6,the
5,methods
6,note
2,order
5,wave
5,maximised
5,sampling
2,function
5,be
2,a
2,via
4,equations
5,the
3,a
5,the
6,spares
2,general
2,and
6,is
3,of
3,structure
5,of
6,adapted
5,the
6,settled
3,be
6,is
5,have
6,decisions
5,is
5,the
5,variance
5,evaluated
2,where
2,of
6,so
2,features
5,method
5,for
6,the
6,the
5,learning
5,continuity
6,to
6,and
3,the
4,in
7,formally
3,conventional
5,of
6,posterior
4,v
5,concerns
3,inputs
6,a
6,is
4,e
2,ask
4,map
3,is
4,regression
3,chapteremulators
5,an
2,lies
5,is
3,common
2,of
3,of
2,a
6,further
3,interest
4,and
4,design
4,sample
6,red
6,thus
7,involve
6,construct
4,hetgp
4,in
2,or
2,described
4,athena
5,problem
6,bayesopt
2,in
2,quickly
3,tractable
3,we
6,illustration
3,set
7,level
2,show
4,terms
3,places
2,to
1,the
5,of
4,mixing
2,can
3,the
6,the
6,high
3,only
6,not
5,function
6,of
6,as
3,emulators
6,code
6,first
3,simulator
6,the
6,attribute
2,theorem
3,we
6,and
6,or
3,iid
6,parts
4,positivity
3,is
5,is
2,preferences
4,figure
5,fixed
5,alleviate
2,is
4,unique
5,volume
4,are
6,the
4,straightforward
4,gaussian
3,is
1,desktop
3,simple
5,many
3,form
5,popular
6,utility
2,treating
2,this
5,an
6,be
2,family
1,health
1,is
5,is
6,the
6,inefficient
3,then
3,the
6,plausible
2,and
3,we
4,henderson09
3,separated
3,covariance
5,the
6,using
6,even
4,stochasticity
3,are
5,the
4,het
5,nroy
3,of
4,of
7,whether
5,an
4,computer
4,mean
6,is
3,where
5,a
5,usually
5,example
5,a
4,c_e
6,our
5,comes
6,is
2,for
3,variation
3,any
2,reason
7,solution
3,into
2,expectations
2,shortage
6,summary
6,fairly
4,as
5,emulator
5,next
5,complex
3,the
6,nroy
6,loo
6,of
6,initial
6,averse
5,those
4,simulator
1,a
3,linear
6,must
3,for
3,equation
2,the
2,known
5,as
6,changed
3,appropriate
5,scheme
6,with
2,farm's
2,a
5,monte
3,have
3,be
6,this
2,facilitator
3,gp
5,in
4,the
5,where
3,in
1,stochastic
7,the
6,this
5,implausible
5,updates
5,space
2,are
2,and
1,at
2,appealing
4,d
5,it
7,the
6,wave
4,regime
4,models
3,be
6,values
5,errors
1,distributed
6,a
3,and
3,around
5,the
5,the
3,solutions
3,emulator
5,to
2,single
6,nroy
5,construct
6,any
5,in
5,almost
2,distributions
4,motorcycle
5,of
3,student's
2,a
6,such
5,with
3,to
6,is
1,history
3,as
5,bayesopt
4,c_v
7,whether
4,whereas
6,athena
6,the
4,point
6,for
5,by
6,novel
6,the
6,to
5,uncertain
6,450978066
4,pc
6,chose
6,single
3,c.e.s
1,also
2,to
3,simulator
6,work
5,front
2,itself
6,alm
4,regression
6,might
5,eq:ucb
4,this
5,describe
7,can
4,cheap
2,follows
4,also
2,mark
2,objective
6,decisions
7,make
6,the
1,has
4,previous
3,covariance
5,in
4,a
3,be
6,ruled
5,means
6,errors
2,done
5,equation
3,2
4,the
6,measure
6,decision
6,be
4,at
5,depicted
3,models
4,to
3,the
4,as
3,further
3,with
2,unknowns
5,pholdee2015
3,at
5,reference
4,parameters
6,definition
2,one
5,expressed
5,in
1,consider
2,function
5,horizontal
3,is
6,the
5,very
6,it
5,slice
7,sml
4,approach
5,dominant
4,the
3,improved
3,matrix
5,maximum
3,we
2,for
6,the
3,1
6,utility
1,under
2,view
5,fixed
2,opinions
4,design
3,we
6,interval
2,for
3,to
5,implausibility
4,but
6,these
6,of
3,in
4,propose
3,experiments
1,set
5,via
2,parametric
3,when
7,encouraged
4,regression
5,and
5,solutions
4,however
2,is
3,covariance
4,for
6,warehouse
3,gp
6,the
6,rule
5,very
6,typically
6,the
4,data
4,align
3,fig:prior
6,we
3,our
4,for
2,a
4,complicated
3,validation
4,in
6,for
6,acquisition
4,hetgp
6,when
5,b_i
5,simulator
2,go
2,utility
2,function
6,increases
5,at
2,for
2,bathtub
3,i_
4,lines
4,if
3,from
6,are
3,an
4,the
5,a
4,informative
2,event
5,models
3,for
4,covariance
7,include
4,we
4,simulators
4,equation
6,provided
2,beliefs
6,expresses
4,the
3,computation
6,we
3,idea
4,pairwise
6,leave
6,space
3,gp
1,to
4,of
6,in
6,the
3,just
6,emulator
2,the
2,fig
5,is
2,only
7,up
3,setting
6,twice
4,nonetheless
5,algorithmic
6,at
6,by
6,on
6,every
4,structure
6,with
3,review
2,app
5,more
3,changing
2,there
4,system
6,the
5,of
3,able
3,example
6,assumption
6,same
6,wave
3,out
4,0
6,availability
6,an
6,at
2,relevant
2,off
4,the
5,for
5,therefore
4,x
6,computational
6,serious
6,the
5,input
3,a
6,each
3,i
6,an
4,runs
5,allows
3,and
2,distribution
2,anything
4,was
2,parameters
2,the
3,sampling
3,functions
4,authors
6,equipment
5,new
6,will
6,which
5,optimal
6,12
4,a
2,the
5,would
6,then
5,be
6,sequential
7,of
2,be
5,parameter
4,ht
4,that
5,is
7,of
7,data
5,we
4,exact
4,aspects
1,simulators
5,very
5,volumes
2,is
2,as
6,we
2,an
4,will
1,plants
5,decision
6,subassemblies
3,posterior
5,into
6,only
5,some
3,d
4,equation
5,ways
6,u_2
5,four
2,second
5,size
3,non
1,for
3,a
5,to
7,way
3,linear
5,simulator
4,otherwise
6,are
3,to
5,play
5,the
6,in
6,component
5,waves
4,time
4,of
6,is
2,a
5,learns
4,a
2,mortality
4,constructing
6,again
1,of
2,unknown
6,values
6,we
5,our
6,request
7,th
5,illustrated
5,been
2,athena
3,most
6,what
3,be
5,is
3,linear
7,the
3,independent
6,emulator
2,value
2,of
6,point
3,functions
6,should
4,they
3,out
2,distribution
4,m
4,which
7,space
6,the
4,availability
3,and
5,that
6,to
6,to
4,assign
5,y
5,function
2,in
6,a
2,via
2,on
3,same
6,for
2,has
6,refine
5,likely
5,emulators
4,to
4,simulator
2,itemize
4,the
7,approach
3,for
4,tractable
4,this
5,uncertainty
6,the
4,for
3,of
3,a
6,see
6,values
6,to
7,consideration
6,warehouse
6,will
4,uncertainty
6,function
4,x
2,before
4,relationship
6,we
6,manage
4,mean
6,setting
2,can
6,availability
5,the
3,eq:bl
6,the
3,dependence
5,on
2,components
4,to
5,exploitation
3,to
4,is
5,expected
1,to
5,decision
2,neutral
3,a
6,spare
6,the
4,informative
3,but
6,we
2,final
2,the
7,the
7,sequential
2,events
2,may
5,large
5,in
4,all
5,exponent
2,authority
4,rmse
4,will
6,after
1,via
5,each
3,these
5,physical
5,n
2,re
3,to
3,autoregressive
6,that
5,we
2,to
3,_j
5,which
5,the
5,account
6,for
5,do
2,completely
5,a
2,in
5,procedure
6,is
4,to
3,their
5,this
4,be
3,distance
6,an
6,than
4,in
6,definition
6,inputs
6,approximately
7,constructing
5,sample
3,collection
6,large
5,constraints
5,well
6,matrices
3,a
2,been
5,as
7,emulation
3,design
6,weights
2,sign
2,then
6,to
3,emulatorspjones2016
2,elicitation
2,verification
7,in
3,of
2,distribution
6,c_2
5,task
4,construct
6,the
5,a
5,is
5,the
4,interest
2,the
6,of
7,appropriate
2,equation
3,of
3,x_2
2,value
5,to
2,whereas
3,emulation
5,maximising
3,computational
7,problem
4,figure
5,an
4,not
2,surgery
5,at
3,we
2,or
6,this
4,gaussian
1,models
2,for
5,2
6,large
2,next
2,as
1,relying
7,be
6,histograms
4,are
4,conditional
6,the
6,these
6,a
2,to
1,these
7,they
5,eq:prob
3,pedersen2020
2,need
6,the
1,simulators
5,or
4,expensive
2,a
2,generator
7,a
6,as
5,2
5,leasttmockus1975
6,be
4,the
5,carlo
3,for
7,process
3,with
5,optim
6,views
4,y
4,points
5,time
5,expected
3,this
2,have
6,possible
3,the
6,to
4,a
5,the
5,decision
6,to
3,function
4,manage
5,by
3,points
3,being
5,concern
5,recursive
2,1
3,variables
6,however
6,designs
6,one
4,we
5,left
2,is
6,with
4,package
3,in
6,uncertainty
4,the
6,we
5,on
4,we
5,we
6,the
3,with
2,and
2,integrals
3,that
6,is
4,inv
5,of
7,squared
7,decision
4,gps
6,interval
1,simplex
3,from
2,shaded
6,are
6,a
4,the
5,utility
6,express
3,to
6,of
2,facilitator
5,for
5,a
6,a
6,as
6,parts
3,predictions
3,number
5,ucb
3,defined
1,throughout
6,for
6,beliefs
5,problem
1,to
6,to
3,process
2,a
4,stresses
6,the
5,the
5,any
3,h
3,truly
5,th
6,of
6,gp
4,function
2,so
3,have
4,low
2,very
6,procedure
7,data
6,the
2,functional
3,conditional
5,rejection
5,which
5,problem
6,algorithmic
4,simulations
3,a
6,suppose
6,the
5,an
6,utility
5,is
2,relies
5,lh
3,runs
2,interest
2,and
2,functional
2,with
6,correspond
4,replicated
3,rather
3,superior
6,models
2,probability
6,scenario
2,proportion
2,sum
6,nroy
5,each
3,approximate
5,new
6,simulator
2,is
3,to
2,at
6,emulators
6,similar
2,eliciting
3,to
2,fourth
2,figure
5,best
3,confined
2,term
3,this
6,beliefs
5,more
6,locations
6,the
3,larger
4,visualisation
4,thus
4,is
4,is
5,a
6,head
1,evolved
4,incredibly
5,be
3,in
5,implaus1
5,nroy
6,warehouse
2,propagated
7,is
1,happen
5,_n
4,and
3,of
6,this
6,is
4,minimising
3,mathematical
5,only
2,them
2,consider
6,in
2,will
6,the
2,faithful
2,where
4,traction
3,the
6,on
4,score
3,for
3,experiments
4,of
5,we
6,wave
6,covariance
4,for
1,tolerance
4,most
3,toy
4,from
6,now
6,availability
3,illustrates
6,assume
2,the
4,a
6,difference
2,develop
3,computer
5,previous
3,from
2,the
6,as
1,simulators
6,the
5,the
5,depends
6,stages
6,the
7,bayes
6,align
6,is
7,of
5,expressed
6,all
3,emulation
6,function
5,_j
4,y
4,emulator
5,when
2,event
6,allows
5,utility
4,emulation
2,for
1,for
4,bayesian
4,is
5,due
3,variances
5,is
5,shape
6,means
3,from
3,and
3,simulator
3,over
2,such
2,if
3,we
7,spare
3,evaluated
6,decisions
6,this
5,for
5,is
5,via
6,the
5,s
7,prediction
5,wave
5,_n
4,cheaper
5,is
4,need
4,when
6,that
5,variable.tjameswilson2018
6,form
4,performance
6,be
2,is
5,identify
6,will
6,inputs
3,mathematically
6,parts
2,how
5,the
2,of
1,versions
5,should
4,_v
5,form
6,a
6,exponential
5,when
5,acquisition
6,collection
6,theoretical
5,complex
5,any
3,surrogate
1,what
4,a
5,to
6,utility
3,computational
4,given
4,correlation
6,of
5,of
4,were
4,for
2,simulating
5,function
2,novel
3,viewed
7,when
5,the
3,nowhere
5,because
6,discrete
6,what
5,as
4,posterior
5,is
6,functions
4,emulationsec:sml
5,for
4,for
6,to
3,gp
4,the
1,dark
6,ucb
5,values
6,spare
5,linear
4,idea
6,hereon
2,offs
6,design
6,restoring
7,the
3,estimate
2,of
5,one
5,are
7,designs
2,form
6,hereon
1,and
6,the
5,settings
4,one
4,wind
3,weighed
5,consuming
4,poor
2,ii
5,acquisition
2,values
2,is
6,consider
5,and
5,decision
3,fisher2021
2,since
2,we
2,such
2,elements
3,where
6,designed
4,to
4,this
6,be
3,very
6,ourselves
1,predictions
2,cannot
2,dm
1,things
7,utility
5,which
6,decision
3,inaccurate
6,series
5,the
2,satisfying
